"","SRR3396381","SRR3396382","SRR3396384","SRR3396385","SRR3396386","SRR3396387"
"YDR129C",3647.08437953376,3937.33008757176,3500.45385512105,3183.41792484985,3328.62565921524,3342.01571024719
"YDR136C",4.57601553266469,2.01810870711008,2.8505324553103,1.02163604776953,1.82240660236258,0.973780801354077
"YDL066W",2245.6796226552,2096.81494668737,1954.51508685776,1128.90783278533,1280.24063815971,1191.90770085739
"YDR302W",424.42544065465,463.155948281763,480.789807462338,662.020158954654,572.235673141849,607.639220044944
"YDR239C",300.873021272704,275.471838520526,324.960699905374,298.317725948702,336.234018135895,313.557418036013
"YDR539W",419.849425121986,398.576469654241,393.373478832822,445.433316827514,482.937749626083,469.362346252665
"tK(CUU)D1",2.28800776633235,0,1.90035497020687,1.02163604776953,0.911203301181288,0
"YDL125C",2178.18339354839,2261.29080631684,2196.81034555914,2105.591894453,1891.65805325235,1965.08965713253
"YDR493W",424.42544065465,473.246491817314,489.341404828268,406.611147012272,311.631529004,333.033034063094
"YDR101C",407.265382407158,309.779686541397,457.985547819855,872.477184795176,951.296246433265,665.092287324835
"YDR182W-A",17.1600582474926,10.0905435355504,15.2028397616549,17.367812812082,10.9344396141755,9.73780801354077
"YDR212W",1732.02187911359,1588.25155249563,1627.65403198218,1745.97600563812,1780.49125050824,1656.40114310329
"YDR476C",529.673797905938,545.898405273276,473.18838758151,577.224366989783,616.884634899732,675.803876139729
"YDL131W",3862.157109569,3781.93571712429,4297.65276512283,1597.83877871154,1688.45971708893,1813.17985212129
"YDR458C",537.681825088101,556.998003162382,608.113590466198,603.786904231791,635.108700923358,640.747767290983
"YDR081C",609.75406972757,624.604644850569,636.618915019301,611.959992613947,608.6838051891,610.560562449006
