"","SRR3396381","SRR3396382","SRR3396384","SRR3396385","SRR3396386","SRR3396387"
"YOR241W",752.754555123342,742.664004216509,718.334178738196,801.984297499079,774.522806004095,801.421599514405
"tP(UGG)O2",0,0,0,0,0,0
"YOR245C",529.673797905938,578.188144587038,548.252408904681,556.791646034392,574.058079744211,519.998947923077
"YOL009C",202.488687320413,225.019120842774,237.544371275858,212.500297936062,206.843149368152,198.651283476232
"YOR153W",45678.9310509421,50463.8172756411,42973.677118773,38660.7513196944,39261.9278412993,41590.1780258326
"YOR358W",469.041592098131,426.829991553782,490.291582313372,416.827507489967,368.12613367724,416.778182979545
"YOR335W-A",0,0,0,0,0,0
"YOR170W",28.6000970791543,32.2897393137613,31.3558570084133,23.4976290986991,20.0464726259883,22.3969584311438
"YOR267C",1090.23570065736,1029.23544062614,960.629437439572,879.628637129563,866.554339423405,871.533817211899
"YOR081C",602.890046428573,522.69015514151,523.547794291992,564.964734416549,668.823223067065,661.197164119418
"YOL145C",1486.06104423286,1342.0422902282,1419.56516274453,1171.81654679165,1377.73939138611,1354.52909468352
"YOL156W",60.6322058078072,54.4889350919721,53.2099391657923,59.2548907706326,56.4946046732399,57.4530672798905
"YOR322C",884.315001687452,793.116721894261,886.515593601504,875.542092938485,814.615751256071,858.874666794296
"YOL044W",261.976889245054,258.31791451009,279.35218062041,223.738294461526,207.754352669334,216.179337900605
"YOR054C",496.497685294119,539.844079151946,528.298681717509,453.60640520967,429.176754856387,439.175141410689
"YOL031C",368.369250379508,455.083513453323,347.764959547857,536.358925079002,474.736919915451,515.130043916307
"YOR034C-A",26.312089312822,22.1991957782109,23.7544371275858,36.778897719703,19.135269324807,28.2396432392682
"YOR306C",1026.17148320006,844.578493925568,834.255831920815,1159.55691421841,1147.20495618724,864.71735160242
"YOR261C",2186.19142073056,2916.16708177406,2551.22654750272,3182.39628880208,2459.3377098883,2573.70265797883
"YOR293W",9258.42342646384,7834.29800100133,8389.11701597822,11811.1343482635,10339.4238585041,9302.5279953355
"YOR062C",396.969347458662,387.476871765135,369.619041705236,312.620630617475,328.033188425264,345.692184480697
"YOR339C",50.3361708593116,37.3350110815365,56.0604716211026,59.2548907706326,49.2049782637895,40.8987936568712
"YOR067C",823.682795879645,855.678091814674,823.803879584677,975.662425619898,905.7360813742,975.728362956785
"YOR312C",10015.7539971198,8781.80003898951,9807.73200123765,10165.2786753068,10768.6006133605,10271.4398926828
"YOR094W",311.169056221199,346.105643269379,342.063894637236,372.897157435877,348.990864352433,334.980595665803
"YOL135C",394.68133969233,354.178078097819,421.878803385925,337.139895763944,355.369287460702,335.954376467157
"YOL105C",402.689366874493,408.667013189791,354.416201943581,341.226439955022,376.326963387872,389.512320541631
"YOR329W-A",3.43201164949852,2.01810870711008,1.90035497020687,2.04327209553905,1.82240660236258,6.81646560947854
"YOR197W",1299.58841127677,1375.34108389552,1304.59368704701,1484.43717740912,1361.33773196484,1366.21446429977
"YOL104C",21.7360737801573,21.1901414246558,30.4056795233099,25.5409011942382,36.4481320472515,45.7676976636416
"YOR262W",424.42544065465,400.594578361351,469.387677641096,522.056020410228,459.246463795369,378.800731726736
"YOR167C",6334.3495010911,5380.27781315547,6003.2213508835,7079.93781104282,7344.29860752118,6722.98265254855
"YOL015W",211.640718385742,168.512077043692,158.679640012273,130.769414114499,117.545225852386,134.381750586863
"YOR161C",4155.02210365954,4498.36430814837,3782.65656819677,2491.77032050988,2456.60409998475,2909.65703444598
"YOR393W",0,0,0,0,0,0
"YOR105W",18.3040621306588,23.2082501317659,30.4056795233099,29.6274453853163,21.8688792283509,24.3445200338519
"YOR210W",891.179024986449,694.229395245867,880.814528690883,875.542092938485,978.632345468703,974.754582155431
"YOR364W",0,2.01810870711008,4.75088742551717,1.02163604776953,5.46721980708773,4.86890400677039
"YOL087C",1315.6044656411,1299.66200737889,1176.31972655805,983.835514002055,967.697905854528,1095.50340152334
"YOR127W",692.122349315535,656.894384164331,636.618915019301,586.419091419709,644.220733935171,675.803876139729
"YOR184W",2699.84916427217,2537.77169919092,2594.93471181748,2481.55396003218,2729.96509033914,2553.25326115039
"YOR150W",642.930182339389,642.76762321456,669.875126997921,702.885600865435,661.533596657615,685.54168415327
"YOR179C",252.824858179724,259.326968863645,212.839756663169,258.47392008569,210.487962572878,243.445200338519
"YOR340C",348.921184365683,232.082501317659,393.373478832822,537.380561126771,708.916168319042,482.021496670268
"YOR354C",990.707362821906,1009.05435355504,1032.84292630743,956.251340712278,884.778405447031,967.938116545953
"YOR217W",652.082213404719,663.957764639216,678.426724363852,704.928872960974,781.812432413545,781.945983487324
"YOR298W",117.832399966116,137.231392083485,126.373605518757,89.9039722037184,66.517840986234,96.4042993340536
"YOL006C",971.259296808081,885.949722421325,1016.68990906067,958.294612807817,1078.86470859864,1008.83691020282
"YOR259C",2434.44026337762,2701.23850446684,2470.46146126893,2702.2273463504,2534.96758388634,2739.24539420902
"YOR318C",78.9362679384659,66.5975873346326,76.9643762933782,72.5361593916364,76.5410772992282,62.3219712866609
"YOR320C",646.362193988888,747.709275984284,653.722109751163,920.494079040344,881.133592242305,884.192967629502
"YOR222W",3526.96397180131,3692.12987965789,3731.34698400119,1353.66776329462,1242.88130281128,1528.8358581259
"YOL165C",6.86402329899704,9.08148918199536,5.7010649106206,2.04327209553905,3.64481320472515,3.89512320541631
"YOL007C",572.001941583087,545.898405273276,550.152763874888,792.789573069153,764.499569691101,671.908752934313
"YOR307C",596.026023129576,582.224362001258,612.864477891715,569.051278607627,659.711190055252,570.635549593489
"YOL051W",1006.72341718623,896.040265956875,1016.68990906067,870.433912699637,928.516163903732,927.039322889081
"YOR091W",622.338112442398,489.391361474194,654.672287236266,806.070841690157,968.609109155709,789.736229898157
"YOR079C",329.473118351858,366.286730340479,362.967799309512,432.15204820651,364.481320472515,371.984266117257
"YOL022C",417.561417355653,312.806849602062,451.334305424131,572.116186750935,615.973431598551,435.280018205272
"YOR278W",283.712963025211,301.707251712957,318.30945750965,296.274453853163,257.870534234305,305.76717162518
"YOR024W",1.14400388316617,3.02716306066512,3.80070994041374,3.06490814330858,1.82240660236258,0
"YOL148C",559.417898868259,548.925568333941,634.718560049094,509.796387836994,532.142727889872,518.051386320369
"YOL078W",306.593040688534,300.698197359402,292.654665411858,268.690280563386,297.0522761851,313.557418036013
"tP(UGG)O3",4.57601553266469,4.03621741422016,4.75088742551717,7.15145233438669,2.73360990354386,0
"YOR089C",919.779122065603,976.764614241278,892.216658512124,1122.77801649871,1044.23898315376,1023.44362222313
"YOL098C",1062.77960746138,1007.03624484793,979.63298714164,1152.40546188403,1218.27881367938,1106.21499033823
"YOR171C",705.850395913529,778.98996094449,760.141988082747,598.678723992943,587.726129261931,597.901412031403
"YOL089C",344.345168833018,322.897393137613,320.209812479857,356.550980671565,348.079661051252,334.006814864448
"YOL150C",0,2.01810870711008,0,0,0.911203301181288,0.973780801354077
"YOR095C",347.777180482517,246.20926226743,434.231110692269,652.825434524728,754.476333378106,512.208701512245
"YOL146W",219.648745567905,223.001012135664,238.494548760962,259.49555613346,287.029039872106,252.209227550706
"YOR224C",1060.49159969504,984.837049069719,978.682809656537,1465.0260925015,1621.94187610269,1336.02725945779
"YOR302W",693.266353198701,642.76762321456,622.366252742749,140.985774592195,131.213275370105,124.643942573322
"YOR286W",823.682795879645,892.004048542655,862.761156473918,846.936283600938,747.186706968656,842.320393171277
"YOR046C",1389.9647180469,1351.1237794102,1535.48681592715,1420.07410639964,1657.47880484876,1613.55478784371
"tG(CCC)O",6.86402329899704,8.07243482844032,7.60141988082747,16.3461767643124,6.37842310826902,7.79024641083262
"YOR388C",5.72001941583087,7.06338047488528,6.65124239572404,2.04327209553905,6.37842310826902,7.79024641083262
"YOR228C",359.217219314178,418.757556725341,384.821881466891,248.257559607995,214.132775777603,268.763501173725
"YOL112W",499.929696943618,525.717318202176,538.750634053647,585.397455371939,648.776750441077,648.538013701815
"YOR141C",690.978345432369,688.175069124537,678.426724363852,619.111444948334,712.560981523767,666.066068126189
"YOL131W",8.00802718216321,14.1267609497706,5.7010649106206,9.19472442992575,9.11203301181288,11.6853696162489
"YOR049C",846.562873542968,848.614711339788,721.184711193506,581.310911180861,561.301233527673,738.12584742639
"YOL143C",1313.31645787477,1356.16905117797,1299.8427996215,1202.46562822473,1239.23648960655,1222.09490569937
"YOR172W",441.585498902143,507.554339838185,513.095841955854,414.784235394428,391.817419507954,495.654427889225
"YOR149C",313.457063987531,275.471838520526,321.159989964961,357.572616719335,377.238166689053,362.246458103717
"YOL164W",580.00996876525,620.568427436349,617.615365317232,484.255486642756,489.316172734352,413.856840575483
"YOR011W",379.80928921117,269.417512399196,263.199163373651,291.166273614315,341.701237942983,271.684843577787
"YOR071C",366.081242613175,310.788740894952,345.86460457765,411.719327251119,461.980073698913,413.856840575483
"YOR022C",245.960834880727,247.218316620985,222.341531514204,240.084471225839,244.202484716585,292.134240406223
"YOR125C",602.890046428573,608.459775193689,578.658088427991,532.272380887924,467.447293506001,531.684317539326
"YOL141W",34.3201164949852,21.1901414246558,35.1565669488271,77.6443396304841,67.4290442874153,53.5579440744742
"YOR101W",569.713933816754,427.839045907337,605.263058010887,805.049205642388,865.643136122224,744.942313035869
"YOR263C",4.57601553266469,10.0905435355504,4.75088742551717,7.15145233438669,6.37842310826902,7.79024641083262
"YOR383C",3457.17973492818,5400.45890022657,3358.87740984064,1448.67991573719,1796.8929099295,2075.12688768554
"YOR056C",441.585498902143,362.250512926259,489.341404828268,807.092477737927,871.110355929311,616.403247257131
"YOL075C",200.20067955408,175.575457518577,193.836206961101,232.933018891452,260.604144137848,231.75983072227
"YOR073W-A",1.14400388316617,1.00905435355504,0,0,1.82240660236258,0.973780801354077
"YOR246C",1217.22013168881,1288.56240948979,1338.80007651074,1556.97333680076,1435.14519936053,1316.55164343071
"YOR042W",1226.37216275414,1190.68413719495,1197.22363123033,936.840255804657,956.763466240352,1072.13266229084
"YOR236W",329.473118351858,289.598599470296,303.106617747995,355.529344623795,373.593353484328,348.61352688476
"YOR183W",8.00802718216321,4.03621741422016,1.90035497020687,5.10818023884764,4.55601650590644,2.92134240406223
"YOR176W",1065.06761522771,1084.73343007167,1010.03866666495,997.116782623059,964.053092649803,1045.84058065428
"YOR238W",277.99294360938,321.888338784058,307.857505173513,287.079729423237,322.565968618176,334.980595665803
"YOR367W",782.498656085662,771.926580469605,762.992520538058,653.847070572497,621.440651405638,674.830095338375
"YOR297C",239.09681158173,217.955740367889,247.046146126893,244.171015416917,267.893770547299,292.134240406223
"YOR310C",1546.69325004067,1174.53926753807,1623.85332204177,2156.67369684147,2501.25306174264,2059.54639486387
"YOR063W",29669.7407099147,25097.1998816209,28464.4669212436,31147.6398243973,35633.5162959954,33291.6180366932
"YOR189W",513.657743541612,511.590557252405,549.202586389785,516.947840171381,542.165964202866,505.392235902766
"YOL129W",2251.39964207103,2766.82703744792,2539.82441768148,2179.1496898924,1937.21821831142,2316.62452642135
"YOR280C",326.041106702359,299.689143005847,357.266734398891,374.940429531416,356.280490761884,353.48243089153
"YOR037W",290.576986324208,290.607653823851,272.700938224686,322.836991095171,333.500408232351,339.849499672573
"YOR090C",915.203106532939,953.556364109512,854.209559107987,806.070841690157,775.434009305276,809.211845925238
"YOR313C",153.296520344267,118.05935936594,146.327332705929,161.418495547585,126.657258864199,153.857366613944
"YOL032W",447.305518317974,471.228383110203,443.732885543304,311.598994569706,353.54688085834,424.568429390378
"YOR158W",774.490628903499,776.97185223738,820.953347129367,895.974813893875,836.484630484422,859.84844759565
"YOR162C",455.313545500137,389.494980472245,445.633240513511,465.866037782904,458.335260494188,492.733085485163
"YOL092W",1014.7314443684,902.094592078205,1095.55464032426,1101.32365949555,1125.33607695889,957.226527731058
"YOL061W",1185.18802296016,1204.81089814472,1296.04208968108,1638.70422062232,1570.00328793536,1365.24068349842
"YOR232W",1656.51762282462,1780.98093402464,1735.02408779887,2021.81773853589,1816.93938255549,1894.00365863368
"YOR219C",965.53927739225,955.574472816622,854.209559107987,836.719923123243,862.90952621868,862.769789999712
"YOR182C",4644.65576565466,3912.10372873289,4512.39287675621,5342.13489378686,5205.7044596487,4749.12896820383
"YOL099C",4.57601553266469,5.0452717677752,4.75088742551717,9.19472442992575,8.20082971063159,5.84268480812446
"YOR294W",386.673312510167,262.35413192431,428.530045781649,625.241261234951,712.560981523767,480.07393506756
"YOR288C",523.953778490107,578.188144587038,552.053118845095,450.541497066362,430.999161458749,464.493442245895
"YOR110W",580.00996876525,534.798807384171,620.465897772542,510.818023884764,551.277997214679,604.717877640882
"YOR040W",351.209192132015,391.513089179355,419.978448415718,385.156790009112,347.168457750071,351.534869288822
"YOL083W",453.025537733805,472.237437463759,465.586967700683,347.356256241639,348.079661051252,353.48243089153
"YOL136C",578.865964882084,644.78573192167,754.440923172127,907.21281041934,751.742723474563,710.859984988476
"YOL130W",764.194593955004,672.030199467656,693.629564125507,984.857150049824,1130.80329676598,953.331404525641
"YOL021C",866.010939556793,760.8269825805,814.302104733643,974.640789572129,1004.14603790178,910.485049266062
"YOR282W",0,0,0,1.02163604776953,0,0.973780801354077
"YOL077W-A",554.841883335594,575.160981526373,567.25595860675,611.959992613947,441.933601072925,440.148922212043
"YOR319W",193.336656255083,189.702218468347,190.035497020687,293.209545709854,287.940243173287,192.808598668107
"YOR030W",403.833370757659,366.286730340479,367.718686735029,314.663902713014,317.098748811088,334.980595665803
"YOR291W",1034.17951038222,983.827994716164,904.568965818469,777.46503235261,778.16761920882,826.739900349612
"YOL077C",732.162485226351,532.780698677061,755.39110065723,1084.97748273124,1255.63814902781,933.85578849856
"YOR390W",92.66431453646,75.679076516628,76.9643762933782,84.7957919648708,90.2091268169475,81.7975873137425
"YOL052C-A",4461.61514434808,5017.01824587566,4764.18991030862,2253.72912137958,1806.91614624249,1915.42683626347
"YOR123C",1258.40427148279,1236.09158310492,1272.2876525535,1367.9706679634,1455.19167198652,1446.0644900108
"YOR013W",92.66431453646,72.6519134559628,82.6654412039988,61.2981628661716,81.0970938051346,69.1384368961395
"YOR249C",321.465091169695,287.580490763186,282.20271307572,311.598994569706,316.187545509907,322.321445248199
"YOR362C",2393.25612358363,2541.80791660514,2382.09495515431,2558.1766636149,2256.13937372487,2672.05451891559
"YOL058W",7739.18626961916,6783.87241895053,9024.78575351242,751.924131158372,806.41492154544,1038.05033424345
"YOR143C",306.593040688534,259.326968863645,348.71513703296,409.67605515558,338.056424738258,323.295226049554
"YOR347C",497.641689177285,466.183111342428,362.017621824408,435.216956349819,441.933601072925,447.939168622875
"YOL157C",105.248357251288,147.321935619036,105.469700846481,153.245407165429,119.367632454749,140.224435394987
"YOL057W",1387.67671028057,1464.13786700836,1441.41924490191,1171.81654679165,1191.85391794512,1242.5443025278
"YOR321W",592.594011480078,574.151927172818,561.55489369613,612.981628661716,594.1045523702,622.245932065255
"YOR015W",227.656772750068,254.28169709587,201.437626841928,232.933018891452,189.530286645708,194.756160270815
"YOR111W",205.920698969911,251.254534035205,232.793483850341,284.014821279929,300.697089389825,265.842158769663
"YOL008W",178.464605773923,193.738435882568,223.291708999307,226.803202604835,237.824061608316,260.973254762893
"YOR279C",188.760640722419,192.729381529013,209.039046722755,219.651750270448,182.240660236258,194.756160270815
"YOR394C-A",10.2960349484956,4.03621741422016,6.65124239572404,2.04327209553905,0.911203301181288,3.89512320541631
"YOR180C",299.729017389537,308.770632187842,286.003423016134,270.733552658925,288.851446474468,258.05191235883
"YOL055C",371.801262029006,380.41349129025,360.117266854201,399.459694677885,412.775095435123,439.175141410689
"snR5",27.4560931959882,26.235413192431,19.0035497020687,29.6274453853163,17.3128627224445,22.3969584311438
"YOL139C",3905.62925712932,3748.63692345697,4296.70258763773,4427.77063103313,4504.07791773911,4259.31722512273
"YOR287C",125.840427148279,123.104631133715,171.982124803722,342.248076002792,314.365138907544,192.808598668107
"YOR198C",2941.23398362023,2973.6831799267,3022.51458011402,2963.7661745794,3145.47379567781,3199.8437132495
"YOR053W",2.28800776633235,0,3.80070994041374,1.02163604776953,2.73360990354386,0.973780801354077
"YOL054W",240.240815464896,243.182099206765,231.843306365238,284.014821279929,302.519495992188,258.05191235883
"YOR012W",70.9282407563027,70.6338047488528,74.1138438380679,64.3630710094802,71.9850607933218,59.4006288825987
"YOL118C",167.024566942261,210.892359893003,155.829107556963,75.601067534945,68.3402475885966,59.4006288825987
"YOR034C",343.201164949852,331.978882319608,339.213362181926,380.048609770264,430.087958157568,348.61352688476
"YOR374W",4526.82336568855,4461.02929706683,4003.09774474077,2944.35508967178,2967.78915194745,3403.3639007325
"YOR018W",721.866450277855,657.903438517886,674.626014423438,529.207472744615,508.451442059159,576.478234401614
"YOL084W",629.202135741395,657.903438517886,578.658088427991,372.897157435877,377.238166689053,415.804402178191
"YOR314W",33.176112611819,28.2535218995411,45.6085192849648,36.778897719703,30.9809122401638,37.977451252809
"YOR050C",41.1841397939822,33.2987936673163,38.0070994041374,73.557795439406,61.0506211791463,70.1122176974935
"YOR391C",2.28800776633235,5.0452717677752,2.8505324553103,7.15145233438669,9.11203301181288,2.92134240406223
"YOR327C",1033.03550649905,1033.27165804036,1011.93902163516,1104.38856763886,1093.44396141755,1068.23753908542
"YOR352W",318.033079520196,353.169023744264,309.757860143719,360.637524862643,335.322814834714,321.347664446845
"YOR348C",1664.52565000678,1843.54230394506,2339.33696832465,501.623299454838,391.817419507954,557.002618374532
"YOL115W",644.074186222555,603.414503425914,682.227434304266,691.64760433997,682.491272584785,687.489245755978
"YOR066W",821.394788113312,776.97185223738,763.942698023161,630.349441473798,741.719487161568,715.728888995247
"YOR072W-A",8.00802718216321,8.07243482844032,10.4519523361378,7.15145233438669,12.756846216538,8.76402721218669
"YOL096C",439.297491135811,453.065404746213,418.078093445511,370.853885340338,392.728622809135,387.564758938923
"tM(CAU)O2",4.57601553266469,1.00905435355504,1.90035497020687,2.04327209553905,2.73360990354386,0.973780801354077
"YOR020C",3207.78688839795,3288.50813823587,3485.2510153594,3339.72824015858,3448.90449497117,3483.21392644353
"YOR133W",3350.78737379372,2986.80088652292,3004.46120789706,3039.36724211434,3645.72440802633,3246.58519171449
"YOR356W",916.347110416105,918.239461735086,957.778904984261,968.510973285512,924.871350699007,903.668583656584
"YOR208W",479.337627046627,528.744481262841,444.683063028407,371.875521388108,359.925303966609,414.830621376837
"YOR357C",613.186081377069,678.084525588987,680.327079334059,673.258155480118,615.973431598551,661.197164119418
"YOR277C",3.43201164949852,2.01810870711008,2.8505324553103,3.06490814330858,1.82240660236258,2.92134240406223
"YOR276W",578.865964882084,682.120743003207,725.935598619024,724.339957868595,750.831520173381,816.028311534717
"YOR247W",1397.97274522906,1268.38132241868,1284.63995985984,1612.14168338031,1634.69872231923,1855.05242657952
"snR50",9.15203106532939,5.0452717677752,8.55159736593091,12.2596325732343,16.4016594212632,10.7115888148948
"YOL047C",235.664799932232,215.937631660778,219.490999058893,215.56520607937,156.726967803182,185.992133058629
"YOR221C",557.129891101926,559.016111869492,539.70081153875,398.438058630116,386.350199700866,392.433662945693
"YOR344C",809.954749281651,957.592581523733,953.978195043848,1217.79016894128,1133.53690666952,1113.03145594771
"YOR269W",283.712963025211,237.127773085434,253.697388522617,218.630114222679,221.422402187053,197.677502674878
"YOR152C",657.80223282055,682.120743003207,625.21678519806,579.267639085322,543.988370805229,569.661768792135
"YOR103C",33.176112611819,37.3350110815365,36.1067444339305,51.0818023884764,43.7377584567018,50.636601670412
"YOR377W",501.073700826784,505.536231131075,458.935725304959,327.945171334018,399.107045917404,424.568429390378
"YOR129C",322.609095052861,285.562382056076,328.761409845788,280.94991313662,273.360990354386,294.081802008931
"YOL038C-A",72.0722446394689,162.457750922361,128.273960488964,175.721400216359,118.456429153567,105.16832654624
"YOR156C",275.704935843048,232.082501317659,259.398453433237,251.322467751304,266.071363944936,248.31410434529
"YOR329C",947.235215261591,948.511092341737,919.771805580124,837.741559171012,807.326124846621,876.402721218669
"YOR351C",44.6161514434808,45.4074459099768,41.8078093445511,41.8870779585506,47.382571661427,44.7939168622875
"YOL040C",12422.7381673015,10608.1884189241,11598.8165606576,13446.7736607425,14589.2760552136,13444.0177434944
"YOL159C-A",179.608609657089,197.774653296788,190.98567450579,256.430647990151,199.553522958702,193.782379469461
"YOR051C",1198.91606955815,1119.04127809254,1308.39439698743,1488.5237216002,1547.22320540583,1470.40901004466
"YOR003W",350.065188248849,384.44970870447,372.469574160546,322.836991095171,299.785886088644,289.212898002161
"YOR064C",287.144974674709,329.960773612498,295.505197867168,250.300831703534,247.84729792131,247.340323543936
"YOR073W",454.169541616971,404.630795775571,421.878803385925,379.026973722495,399.107045917404,408.014155767358
"YOR201C",852.282892958799,893.01310289621,973.93192223102,573.137822798705,516.65227176979,594.006288825987
"YOR065W",1463.18096656954,1644.75859629471,1606.75012730991,1269.89360737752,1222.83483018529,1403.21813475123
"YOR186W",45.7601553266469,38.3440654350915,48.4590517402751,20.4327209553905,8.20082971063159,13.6329312189571
"YOR045W",1011.2994327189,1091.79681054655,1013.83937660536,1308.71577719276,1186.38669813804,1163.66805761812
"YOL018C",606.322058078072,616.532210022129,679.376901848955,509.796387836994,495.694595842621,571.609330394843
"YOL133W",350.065188248849,370.322947754699,343.01407212234,269.711916611155,276.09460025793,303.819610022472
"YOR087W",785.930667735161,838.524167804238,798.149087486885,684.496152005583,667.000816464703,748.837436241285
"YOL028C",291.720990207374,275.471838520526,356.316556913788,265.625372420077,302.519495992188,314.531198837367
"YOL086C",74457.4927358704,76503.4739234824,74666.847134398,74640.7296500417,75464.0349972319,74717.227107097
"YOL108C",292.86499409054,346.105643269379,312.60839259903,306.490814330858,307.986715799275,305.76717162518
"YOL023W",369.513254262674,364.268621633369,434.231110692269,473.017490117291,391.817419507954,419.699525383607
"YOR011W-A",6.86402329899704,4.03621741422016,7.60141988082747,8.17308838215622,17.3128627224445,10.7115888148948
"YOR165W",1071.9316385267,1070.6066691219,1122.15960990716,1184.07617936488,1149.93856609079,1167.56318082354
"YOL068C",1105.10775113852,1120.05033244609,1127.86067481778,1052.28512920261,1036.03815344312,1099.39852472875
"YOR138C",930.075157014099,877.877287592884,919.771805580124,822.417018454469,765.410772992282,847.189297178047
"YOR016C",588.017995947413,569.106655405042,591.960573219439,624.219625187181,604.127788683194,612.508124051715
"YOL121C",7017.31981934131,6213.75670919193,7023.71196988458,7631.62127683837,8278.281991232,7706.50126191617
"YOL126C",839.698850243971,798.161993662036,781.045892755023,816.287202167852,807.326124846621,896.852118047105
"YOR235W",5.72001941583087,6.05432612133024,8.55159736593091,5.10818023884764,10.9344396141755,1.94756160270815
"YOR080W",294.008997973707,320.879284430503,324.010522420271,297.296089900932,323.477171919357,323.295226049554
"YOR169C",8.00802718216321,1.00905435355504,3.80070994041374,1.02163604776953,4.55601650590644,2.92134240406223
"YOR028C",973.547304574413,799.171048015591,656.572642206473,296.274453853163,348.990864352433,483.969058272976
"YOR225W",48.0481630929793,44.3983915564217,40.8576318594477,57.2116186750935,51.0273848661521,45.7676976636416
"YOR108C-A",0,0,0,0,0,0
"YOR109W",928.931153130933,827.424569915132,820.953347129367,828.546834741087,859.264713013955,892.956994841689
"YOL093W",318.033079520196,268.40845804564,308.807682658616,370.853885340338,427.354348254024,360.298896501009
"YOR147W",527.385790139606,504.52717677752,533.99974662813,514.904568075842,502.07301895089,477.152592663498
"YOR218C",13.7280465979941,8.07243482844032,6.65124239572404,4.08654419107811,8.20082971063159,5.84268480812446
"YOR254C",1570.71733158716,1569.07951977809,1476.57581185074,1966.64939195634,1894.3916631559,1946.5878219068
"YOL080C",70.9282407563027,57.5160981526373,61.7615365317232,143.029046687734,140.325308381918,89.5878337245751
"YOR161W-B",0,0,0,0,0,0
"tY(GUA)O",1.14400388316617,0,0,1.02163604776953,0,0
"YOR136W",1214.93212392248,1388.45879049173,1181.07061398357,1150.36218978849,993.211598287604,1020.52227981907
"tR(ACG)O",0,0,0.950177485103434,1.02163604776953,0,0
"YOR192C-C",51.4801747424778,51.461772031307,38.0070994041374,35.7572616719335,24.6024891318948,39.9250128555172
"YOR205C",434.721475603146,492.418524534859,480.789807462338,480.168942451678,493.872189240258,419.699525383607
"YOR200W",0,0,0,0,0,0
"YOR305W",342.057161066686,278.499001581191,278.402003135306,454.62804125744,445.57841427765,401.19769015788
"YOR195W",400.401359108161,383.440654350915,422.828980871028,494.471847120451,519.385881673334,451.834291828292
"YOL123W",3799.23689599486,3425.73953031936,3569.8168115336,2181.19296198794,2339.05887413237,3018.72048419764
"YOR097C",399.257355224994,487.373252767084,455.135015364545,476.0823982606,437.377584567018,452.808072629646
"YOL083C-A",0,0,0,0,0,0
"YOL086W-A",370.65725814584,398.576469654241,374.369929130753,368.810613244799,281.561820065018,336.928157268511
"YOR337W",568.569929933588,441.965806857107,514.046019440958,302.40427013978,382.705386496141,275.579966783204
"YOL100W",633.77815127406,548.925568333941,594.81110567475,500.601663407068,554.922810419404,574.530672798905
"YOR289W",486.201650345624,737.618732448734,512.145664470751,997.116782623059,586.814925960749,556.028837573178
"YOR255W",2.28800776633235,1.00905435355504,0.950177485103434,3.06490814330858,0,3.89512320541631
"YOR304W",645.218190105722,609.468829547244,640.419624959714,796.876117260231,880.222388941124,876.402721218669
"YOL163W",37.7521281444837,41.3712284957566,38.0070994041374,41.8870779585506,34.6257254448889,42.8463552595794
"YOR077W",177.320601890757,171.539240104357,178.633367199446,165.505039738663,174.951033826807,187.939694661337
"YOR074C",563.993914400923,562.043274930157,575.807555972681,604.80854027956,616.884634899732,594.006288825987
"YOR117W",2012.3028304893,2122.04130552625,2003.92431608314,2177.10641779686,2069.34269698271,2010.85735479617
"YOR055W",35.4641203781514,30.2716306066512,31.3558570084133,21.4543570031601,23.6912858307135,19.4756160270815
"YOL166W-A",0,0,0,0,0,0
"YOL066C",710.426411446194,621.577481789904,654.672287236266,635.457621712646,639.664717429264,675.803876139729
"YOR396W",2.28800776633235,0,0.950177485103434,4.08654419107811,3.64481320472515,0.973780801354077
"YOR161C-C",20.5920698969911,16.1448696568806,13.3024847914481,15.3245407165429,25.5136924330761,20.4493968284356
"tV(AAC)O",25.1680854296558,33.2987936673163,20.9039046722755,25.5409011942382,20.9576759271696,8.76402721218669
"YOR151C",2341.77594884116,2115.98697940492,2115.09508184024,2218.99349575541,2349.99331374654,2428.60931857707
"YOR187W",3560.14008441313,4180.51218677853,3889.07644652836,3586.96416371881,3345.93852193769,3718.86888037122
"YOL001W",364.937238730009,369.313893401144,387.672413922201,319.772082951862,330.766798328808,304.793390823826
"YOR005C",299.729017389537,302.716306066512,346.814782062753,275.841732897772,322.565968618176,300.89826761841
"YOR199W",29.7441009623205,42.3802828493117,42.7579868296545,42.9087140063201,51.0273848661521,62.3219712866609
"YOR355W",2679.25709437518,2325.87028494437,2379.244422699,2015.68792224928,2081.18833989806,2052.72992925439
"YOR290C",1300.73241515994,1155.36723482052,1198.17380871543,1194.29253984258,1386.85142439792,1323.36810904019
"YOR396C-A",0,0,0,0,0,0
"YOR047C",547.977860036597,541.862187859056,553.003296330199,648.73889033365,605.950195285556,592.058727223279
"YOL014W",185.32862907292,174.566403165022,209.039046722755,168.569947881972,185.885473440983,160.673832223423
"YOR244W",515.945751307944,514.61772031307,562.505071181233,495.493483168221,487.493766131989,485.916619875684
"YOL102C",327.185110585526,272.444675459861,273.651115709789,328.966807381788,321.654765316995,313.557418036013
"YOL060C",1522.66916849418,1421.75758415905,1408.16303292329,1190.2059956515,1214.63400047466,1448.98583241487
"YOL041C",756.18656677284,609.468829547244,822.853702099574,1139.12419326302,1174.54105522268,901.721022053875
"YOL116W",435.865479486312,417.748502371786,427.579868296545,366.76734114926,349.902067653615,373.931827719966
