"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDL015C",2648.04030268575,0.0939847557703076,0.0812277693625887,1.15705203414824,0.24725110190291,0.411165186611209
"YDR304C",2284.62608819259,0.00693102953263446,0.0851859143164868,0.0813635633102906,0.935152825270908,0.965013255069219
"YDR271C",0,NA,NA,NA,NA,NA
"YDL181W",416.90420625161,0.290753271652578,0.123963191601556,2.3454806858081,0.0190025630979051,0.0575161820624403
"YDR367W",434.216085493684,-0.167713652361457,0.146836616450564,-1.14217867733231,0.253379757176641,0.418395122150561
"YDR085C",308.001115855833,0.40889344156834,0.121540553869154,3.36425520989923,0.000767505355556732,0.00396609366475509
"YDL097C",2506.35896957425,-0.0258785956098843,0.0799160032978474,-0.323822445342201,0.746072462117865,0.85257448056425
"YDL139C",138.530859511161,0.167882365015799,0.167279145327699,1.00360606629666,0.315568529425298,0.488963109520477
"YDR200C",432.175621317593,0.412323716188026,0.138545854150467,2.97608123112961,0.00291957517575134,0.0123562885237064
"YDR191W",252.115693329592,0.0703739191172439,0.133553459089182,0.526934454541166,0.598239106361839,0.750538299878553
"YDR451C",660.960723391676,0.0546732898594054,0.106289911704303,0.514378918777407,0.606987095243938,0.753246074309218
"YDR469W",364.669973453623,-0.534751947398325,0.149687122933382,-3.57246459761481,0.000353637302398064,0.00202059555009109
"YDR470C",513.629594659829,0.0999746508352203,0.104163870065307,0.959782415654681,0.337164734109071,0.511612288031643
"YDR105C",918.411921190877,0.207227228331246,0.0937075172383833,2.21142587530176,0.0270063596571632,0.0768661904873965
"YDR483W",3632.9245003892,0.0604902051845147,0.0803982459568259,0.75238215043893,0.451821277648585,0.624513320633075
"YDL123W",359.056217199754,0.193635800474509,0.116983598201324,1.65523888349946,0.0978760507122893,0.20970773941747
"YDL199C",291.80510601089,0.484439204634952,0.129953374423739,3.72779242388383,0.000193164370628341,0.00118193013100909
"YDR505C",686.360324011368,0.0972795460598838,0.102873149811073,0.94562620313015,0.344339274488703,0.518674300512207
"YDL045W-A",599.25017022708,-0.0763496936070498,0.108531833277023,-0.703477415811917,0.481758276275337,0.65000652783074
"YDL045C",421.001433941475,0.00454614295464998,0.109525661014816,0.041507560077953,0.966891265979129,0.982167279660822
"YDR361C",651.880840447355,-0.424907485768922,0.139884515730813,-3.03755911473857,0.00238502619503671,0.0104728540613114
"YDR406W-A",16.1984957938883,0.920240799267208,0.492934542078259,1.86686206932747,0.0619208519675827,0.147221706429737
"YDR199W",4.874295069041,0.356846300744227,0.863968837094863,0.413031449078812,0.679583572458639,NA
"YDR266C",727.498120847488,-0.0303579522893653,0.0994471330239749,-0.3052672446781,0.760162620975778,0.862099440967408
"YDL242W",42.3956486697912,0.337171288580499,0.274282173434498,1.22928619223961,0.218964522394622,0.375051963765101
"YDR002W",3987.17309207153,-0.158095197193043,0.0946637134551396,-1.67007178804541,0.0949051611248935,0.204689521239707
"YDR214W",1654.80903946596,-0.331724677586897,0.0933140245912652,-3.55492841552939,0.000378082009944074,0.0021402455206102
"YDR130C",318.926869073015,-0.139032838255522,0.123687588879981,-1.12406458493124,0.260985628069696,0.427143680667124
"YDL176W",296.207872204756,0.0245590327388046,0.130339031748218,0.188424237999914,0.850544100803563,0.915924430131905
"YDR358W",780.021511009205,0.715459481651298,0.11185154713042,6.39650948070542,1.58968966962227e-10,3.53084527347375e-09
"YDR544C",0.326538639776412,1.89306287050491,3.04443707196001,0.621810477851708,0.534066495783754,NA
"YDR460W",457.639562769831,0.0257322638624347,0.112798693317028,0.228125549203948,0.819548638317728,0.897740868515904
"snR84",94.4087522596045,-0.968461657313663,0.230732826372125,-4.19732932041379,2.70081061058538e-05,0.000207243105646426
"YDR034W-B",216.551052519343,0.504546346254088,0.155049898330222,3.25409014573822,0.00113756175861547,0.00559889381275044
"YDL028C",476.237037016878,0.167429038617758,0.108451214383948,1.5438189380251,0.122632202142311,0.247370373409919
"YDR061W",537.718334246312,-0.0693685920680761,0.101676482627294,-0.682248148987943,0.495082053579103,0.663067670090821
"YDR060W",954.533464092601,-0.926014576741871,0.146384781071691,-6.32589378460296,2.51770961762303e-10,5.49220369444338e-09
"YDR169C-A",14.1363380025887,1.16757022302252,0.483537864212019,2.41464073330682,0.0157507369147656,0.0496160397500713
"YDR363W",277.435448390719,-0.166575433303735,0.127948967214683,-1.30188962779388,0.192954118671971,0.343404358056061
"YDR422C",573.659767786948,0.0505411183225824,0.109422502280738,0.461889622967243,0.64416047594433,0.782368698959627
"YDR119W",1147.86331033133,0.0200146647966294,0.0868505607724716,0.230449459607557,0.817742531968447,0.896263153677383
"tR(ACG)D",5.7818771019613,0.310247745033121,0.768992563326631,0.403447003038627,0.686619414701651,NA
"YDR097C",556.45000309982,-0.419830990349056,0.111762692340847,-3.75645022105123,0.000172340532312364,0.00107055891714668
"YDR042C",51.9368315764705,0.281238599779373,0.255527457435475,1.10061988093937,0.271062129146081,0.439047330900097
"YDL160C",643.653705210904,-0.0131163215002368,0.119829345682506,-0.109458341990694,0.912838961456101,0.953423457006475
"YDR425W",324.605839779894,0.423926626878654,0.133311093067846,3.17998012860719,0.00147285151867967,0.00694685488501577
"snR13",4.82065851154006,-0.194064444503649,0.812722685606262,-0.238783102699887,0.811273773369262,NA
"YDR228C",601.45652154036,0.129265782267423,0.103919989679024,1.24389718154018,0.213537406817695,0.369381614512173
"YDR319C",384.083110977433,-0.0859019736398359,0.118815086256107,-0.722988774798119,0.469686780672055,0.639860538659909
"YDR471W",5622.90725553929,-0.142315799807146,0.0897605178343297,-1.58550555679522,0.112851515396,0.233028078444479
